Dosage,DosageFreq,Formulation_ Liquid,Formulation_Capsule ,Formulation_Cream,Formulation_Eyedrop,Formulation_Inhaler,Formulation_Liquid,Formulation_Ointment,Formulation_Other,Formulation_Others,Formulation_Spray,Formulation_Tablet,Brand_Names_,Drug_Name_
0,2,0,0,0,0,0,0,0,0,0,1,0,Baza,Miconazole
0,3,0,0,0,0,0,0,0,1,0,0,0,Alevazol,Clotrimazole
0.75%,3,0,0,1,0,0,0,0,0,0,0,0,Flagyl,Metronidazole
 0.25 MG/ACTUAT,3,0,0,0,0,1,0,0,0,0,0,0,Veramyst,Fluticasone
150 MG,2,0,0,0,0,0,0,0,0,0,0,1,Keflex,Cephalexin
10 MG ,3,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
50 MG,1,0,1,0,0,0,0,0,0,0,0,0,Scot-Tussin Allergy,Diphenhydramine
0,3,0,0,0,0,0,0,0,0,0,1,0,Vagistat,Miconazole
150 MG,1,0,0,0,0,0,0,0,0,0,0,1,Keflex,Cephalexin
1000000 UNT,2,0,1,0,0,0,0,0,0,0,0,0,Nyamyc,Nystatin
800 MG,2,0,0,0,0,0,0,0,0,0,0,1,Motrin PM,Ibuprofen
10 MG,3,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",3,0,0,0,0,1,0,0,0,0,0,0,DuoNeb,Salbutamol
1000000 UNT,3,0,1,0,0,0,0,0,0,0,0,0,Bio-Statin,Nystatin
3 MG,1,0,1,0,0,0,0,0,0,0,0,0,Tarpeyo,Budesonide
250MG/ 5ML ,2,0,0,0,0,0,1,0,0,0,0,0,Paracip,Paracetamol
0,1,0,0,0,0,0,0,0,0,0,1,0,Hongo Killer Ultra,Miconazole
800 MG,1,0,0,0,0,0,0,0,0,0,0,1,Ibudone,Ibuprofen
1000000 UNT,3,0,1,0,0,0,0,0,0,0,0,0,Bio-Statin,Nystatin
0.75%,3,0,0,1,0,0,0,0,0,0,0,0,Flagyl,Metronidazole
150 MG,1,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",1,0,0,0,0,1,0,0,0,0,0,0,Accuneb,Salbutamol
50 MG,3,0,1,0,0,0,0,0,0,0,0,0,Benadryl Itch Stopping,Diphenhydramine
3 MG,3,0,1,0,0,0,0,0,0,0,0,0,Entocort,Budesonide
3 MG,1,0,1,0,0,0,0,0,0,0,0,0,Symbicort,Budesonide
0.75%,3,0,0,1,0,0,0,0,0,0,0,0,Flagyl,Metronidazole
3 MG,3,0,1,0,0,0,0,0,0,0,0,0,Airsupra,Budesonide
0,1,0,0,0,1,0,0,0,0,0,0,0,Kitabis,Tobramycin
250MG/ 5ML ,1,0,0,0,0,0,1,0,0,0,0,0,Tylenol,Paracetamol
0,2,0,0,0,0,0,0,1,0,0,0,0,Blephamide,Prednisolone
25 MG/ML,1,0,0,0,0,0,0,0,0,1,0,0,Zantac,Ranitidine
50 MG,3,0,1,0,0,0,0,0,0,0,0,0,Excedrin PM,Diphenhydramine
50 MG/ML,1,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",1,0,0,0,0,1,0,0,0,0,0,0,Ventolin,Salbutamol
100 MG ,1,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
10 MG,2,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
40 MG/ML,2,1,0,0,0,0,0,0,0,0,0,0,Zithromax,Azithromycin
0,3,0,0,0,0,0,0,0,0,0,1,0,Desenex,Miconazole
250MG/ 5ML ,2,0,0,0,0,0,1,0,0,0,0,0,Febrol,Paracetamol
1000000 UNT,1,0,1,0,0,0,0,0,0,0,0,0,Nystop,Nystatin
0,2,0,0,0,0,0,0,0,0,0,1,0,Cruex Prescription Strength,Miconazole
0.75%,1,0,0,1,0,0,0,0,0,0,0,0,MetroGel,Metronidazole
1000000 UNT,2,0,1,0,0,0,0,0,0,0,0,0,Bio-Statin,Nystatin
0,2,0,0,0,0,0,0,0,0,0,1,0,Hongo Killer Ultra,Miconazole
10 MG ,2,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
 0.25 MG/ACTUAT,1,0,0,0,0,1,0,0,0,0,0,0,AirDuo,Fluticasone
10 MG ,2,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
100 MG ,1,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
40 MG/ML,1,1,0,0,0,0,0,0,0,0,0,0,Zithromax,Azithromycin
0,3,0,0,0,1,0,0,0,0,0,0,0,Kitabis,Tobramycin
10 MG ,2,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
50 MG/ML,3,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
50 MG/ML,3,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",1,0,0,0,0,1,0,0,0,0,0,0,Combivent,Salbutamol
1000000 UNT,2,0,1,0,0,0,0,0,0,0,0,0,Nyamyc,Nystatin
 0.25 MG/ACTUAT,1,0,0,0,0,1,0,0,0,0,0,0,Breo,Fluticasone
100 MG ,1,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
50 MG/ML,2,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
150 MG,1,0,0,0,0,0,0,0,0,0,0,1,Keflex,Cephalexin
0.75%,2,0,0,1,0,0,0,0,0,0,0,0,Nydamax,Metronidazole
150 MG,2,0,0,0,0,0,0,0,0,0,0,1,Keflex,Cephalexin
0,1,0,0,0,0,0,0,1,0,0,0,0,Orapred,Prednisolone
0,1,0,0,0,0,0,0,1,0,0,0,0,Surolan,Prednisolone
10 MG,3,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
40 MG/ML,1,1,0,0,0,0,0,0,0,0,0,0,Zithromax,Azithromycin
800 MG,2,0,0,0,0,0,0,0,0,0,0,1,Xylon,Ibuprofen
150 MG,3,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
0.75%,2,0,0,1,0,0,0,0,0,0,0,0,MetroLotion,Metronidazole
25 MG/ML,3,0,0,0,0,0,0,0,0,1,0,0,Wal-Zan,Ranitidine
0,1,0,0,0,1,0,0,0,0,0,0,0,Bethkis,Tobramycin
0,1,0,0,0,0,0,0,0,1,0,0,0,Lotrisone,Clotrimazole
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",1,0,0,0,0,1,0,0,0,0,0,0,Combivent,Salbutamol
150 MG,2,0,0,0,0,0,0,0,0,0,0,1,Keflex,Cephalexin
 0.25 MG/ACTUAT,3,0,0,0,0,1,0,0,0,0,0,0,Aller-Flo,Fluticasone
0,2,0,0,0,0,0,0,0,1,0,0,0,Otomax,Clotrimazole
100 MG ,3,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
0,1,0,0,0,0,0,0,1,0,0,0,0,Pred Forte,Prednisolone
40 MG/ML,2,1,0,0,0,0,0,0,0,0,0,0,Zithromax,Azithromycin
0,1,0,0,0,1,0,0,0,0,0,0,0,Zylet,Tobramycin
100 MG ,2,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
50 MG,1,0,1,0,0,0,0,0,0,0,0,0,The Itch Eraser,Diphenhydramine
50 MG,2,0,1,0,0,0,0,0,0,0,0,0,Pediaclear Cough,Diphenhydramine
100 MG ,2,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
0,3,0,0,0,0,0,0,0,0,0,1,0,Surolan,Miconazole
0.75%,1,0,0,1,0,0,0,0,0,0,0,0,Likmez,Metronidazole
0,3,0,0,0,0,0,0,0,1,0,0,0,Cruex Antifungal,Clotrimazole
25 MG/ML,3,0,0,0,0,0,0,0,0,1,0,0,Zantac,Ranitidine
0,1,0,0,0,0,0,0,0,0,0,1,0,Aloe Vesta Antifungal,Miconazole
150 MG,2,0,0,0,0,0,0,0,0,0,0,1,Keflex,Cephalexin
250MG/ 5ML ,3,0,0,0,0,0,1,0,0,0,0,0,Febrol,Paracetamol
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",1,0,0,0,0,1,0,0,0,0,0,0,Combivent,Salbutamol
10 MG,2,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
250MG/ 5ML ,3,0,0,0,0,0,1,0,0,0,0,0,Paracip,Paracetamol
 0.25 MG/ACTUAT,3,0,0,0,0,1,0,0,0,0,0,0,Beser,Fluticasone
150 MG,3,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
10 MG,2,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
800 MG,3,0,0,0,0,0,0,0,0,0,0,1,Wal-Profen,Ibuprofen
0,2,0,0,0,0,0,0,1,0,0,0,0,Temaril-P,Prednisolone
0.75%,3,0,0,1,0,0,0,0,0,0,0,0,MetroGel,Metronidazole
3 MG,1,0,1,0,0,0,0,0,0,0,0,0,Rhinocort,Budesonide
10 MG,3,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
250MG/ 5ML ,1,0,0,0,0,0,1,0,0,0,0,0,Calpol,Paracetamol
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",1,0,0,0,0,1,0,0,0,0,0,0,ProAir,Salbutamol
3 MG,1,0,1,0,0,0,0,0,0,0,0,0,Uceris,Budesonide
50 MG,2,0,1,0,0,0,0,0,0,0,0,0,Wal-Sleep Z,Diphenhydramine
0,1,0,0,0,0,0,0,1,0,0,0,0,Pred Forte,Prednisolone
 0.25 MG/ACTUAT,3,0,0,0,0,1,0,0,0,0,0,0,Advair,Fluticasone
100 MG ,2,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
0,1,0,0,0,0,0,0,0,1,0,0,0,Otomax,Clotrimazole
0,2,0,0,0,1,0,0,0,0,0,0,0,Tobradex,Tobramycin
50 MG/ML,2,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
 0.25 MG/ACTUAT,2,0,0,0,0,1,0,0,0,0,0,0,Flovent,Fluticasone
10 MG,3,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
50 MG/ML,1,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
40 MG/ML,2,1,0,0,0,0,0,0,0,0,0,0,AzaSite,Azithromycin
50 MG/ML,2,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
1000000 UNT,2,0,1,0,0,0,0,0,0,0,0,0,Bio-Statin,Nystatin
10 MG ,1,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
10 MG ,2,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
 0.25 MG/ACTUAT,2,0,0,0,0,1,0,0,0,0,0,0,Arnuity,Fluticasone
0,3,0,0,0,0,0,0,0,1,0,0,0,Mometavet,Clotrimazole
25 MG/ML,1,0,0,0,0,0,0,0,0,1,0,0,Wal-Zan,Ranitidine
800 MG,3,0,0,0,0,0,0,0,0,0,0,1,Wal-Profen,Ibuprofen
10 MG,1,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
 0.25 MG/ACTUAT,1,0,0,0,0,1,0,0,0,0,0,0,Beser,Fluticasone
150 MG,1,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
100 MG ,3,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
0,3,0,0,0,0,0,0,1,0,0,0,0,Pediapred,Prednisolone
800 MG,3,0,0,0,0,0,0,0,0,0,0,1,Wal-Profen,Ibuprofen
1000000 UNT,3,0,1,0,0,0,0,0,0,0,0,0,Bio-Statin,Nystatin
400 MG,2,0,0,0,0,0,0,0,0,0,0,1,Augmentin,Amoxicillin
250MG/ 5ML ,2,0,0,0,0,0,1,0,0,0,0,0,Crocin,Paracetamol
25 MG/ML,2,0,0,0,0,0,0,0,0,1,0,0,Zantac,Ranitidine
0,1,0,0,0,0,0,0,1,0,0,0,0,Pred Mild,Prednisolone
1000000 UNT,2,0,1,0,0,0,0,0,0,0,0,0,Nystop,Nystatin
1000000 UNT,1,0,1,0,0,0,0,0,0,0,0,0,Bio-Statin,Nystatin
400 MG,3,0,0,0,0,0,0,0,0,0,0,1,Augmentin,Amoxicillin
0.75%,1,0,0,1,0,0,0,0,0,0,0,0,MetroGel,Metronidazole
0,1,0,0,0,1,0,0,0,0,0,0,0,Tobradex,Tobramycin
0.75%,2,0,0,1,0,0,0,0,0,0,0,0,MetroGel,Metronidazole
400 MG,3,0,0,0,0,0,0,0,0,0,0,1,Biomox,Amoxicillin
800 MG,3,0,0,0,0,0,0,0,0,0,0,1,Addaprin,Ibuprofen
100 MG ,2,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
 0.25 MG/ACTUAT,3,0,0,0,0,1,0,0,0,0,0,0,Xhance,Fluticasone
50 MG/ML,3,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
400 MG,3,0,0,0,0,0,0,0,0,0,0,1,Betacillin,Amoxicillin
50 MG,2,0,1,0,0,0,0,0,0,0,0,0,Calagel,Diphenhydramine
400 MG,3,0,0,0,0,0,0,0,0,0,0,1,Trimox,Amoxicillin
100 MG ,1,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
400 MG,1,0,0,0,0,0,0,0,0,0,0,1,Biomox,Amoxicillin
50 MG,3,0,1,0,0,0,0,0,0,0,0,0,Motrin PM,Diphenhydramine
50 MG,2,0,1,0,0,0,0,0,0,0,0,0,Wal-Dryl-D Allergy,Diphenhydramine
10 MG ,2,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
0,2,0,0,0,0,0,0,1,0,0,0,0,Pred Forte,Prednisolone
0,3,0,0,0,0,0,0,0,1,0,0,0,Alevazol,Clotrimazole
3 MG,3,0,1,0,0,0,0,0,0,0,0,0,Tarpeyo,Budesonide
10 MG,1,0,0,0,0,0,0,0,0,0,0,1,Alavert D,Loratadine
0.75%,2,0,0,1,0,0,0,0,0,0,0,0,Nydamax,Metronidazole
100 MG ,1,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
40 MG/ML,1,1,0,0,0,0,0,0,0,0,0,0,Zithromax,Azithromycin
10 MG ,2,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
1000000 UNT,3,0,1,0,0,0,0,0,0,0,0,0,Bio-Statin,Nystatin
0,3,0,0,0,0,0,0,1,0,0,0,0,Orapred,Prednisolone
 0.25 MG/ACTUAT,1,0,0,0,0,1,0,0,0,0,0,0,Clarispray,Fluticasone
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",1,0,0,0,0,1,0,0,0,0,0,0,Proventil,Salbutamol
150 MG,1,0,0,0,0,0,0,0,0,0,0,1,Keflex,Cephalexin
0,1,0,0,0,1,0,0,0,0,0,0,0,Kitabis,Tobramycin
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",2,0,0,0,0,1,0,0,0,0,0,0,ProAir,Salbutamol
3 MG,1,0,1,0,0,0,0,0,0,0,0,0,Symbicort,Budesonide
10 MG,1,0,0,0,0,0,0,0,0,0,0,1,Wal-vert,Loratadine
 0.25 MG/ACTUAT,3,0,0,0,0,1,0,0,0,0,0,0,Flonase Sensimist,Fluticasone
3 MG,3,0,1,0,0,0,0,0,0,0,0,0,Uceris,Budesonide
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",3,0,0,0,0,1,0,0,0,0,0,0,DuoNeb,Salbutamol
0,2,0,0,0,1,0,0,0,0,0,0,0,Bethkis,Tobramycin
25 MG/ML,2,0,0,0,0,0,0,0,0,1,0,0,Zantac,Ranitidine
10 MG,3,0,0,0,0,0,0,0,0,0,0,1,Cleartime Indoor & Outdoor Allergies,Loratadine
1000000 UNT,3,0,1,0,0,0,0,0,0,0,0,0,Nystop,Nystatin
400 MG,1,0,0,0,0,0,0,0,0,0,0,1,Trimox,Amoxicillin
40 MG/ML,1,1,0,0,0,0,0,0,0,0,0,0,Zithromax,Azithromycin
10 MG,2,0,0,0,0,0,0,0,0,0,0,1,Tavist Non-Sedating,Loratadine
0,2,0,0,0,0,0,0,0,1,0,0,0,Fungicure Solution,Clotrimazole
800 MG,1,0,0,0,0,0,0,0,0,0,0,1,Advil,Ibuprofen
100 MG ,3,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",1,0,0,0,0,1,0,0,0,0,0,0,Proventil,Salbutamol
40 MG/ML,2,1,0,0,0,0,0,0,0,0,0,0,Zithromax,Azithromycin
0.75%,2,0,0,1,0,0,0,0,0,0,0,0,MetroGel,Metronidazole
0,1,0,0,0,0,0,0,1,0,0,0,0,MILLIPRED,Prednisolone
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",1,0,0,0,0,1,0,0,0,0,0,0,ProAir,Salbutamol
10 MG,1,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
250MG/ 5ML ,2,0,0,0,0,0,1,0,0,0,0,0,Calpol,Paracetamol
10 MG ,3,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
50 MG/ML,1,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
10 MG ,2,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
250MG/ 5ML ,2,0,0,0,0,0,1,0,0,0,0,0,Febrol,Paracetamol
0,2,0,0,0,0,0,0,0,1,0,0,0,Aardora Anti-Fungal Maximum Strength,Clotrimazole
100 MG ,1,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
10 MG,1,0,0,0,0,0,0,0,0,0,0,1,Allerclear,Loratadine
25 MG/ML,3,0,0,0,0,0,0,0,0,1,0,0,Wal-Zan,Ranitidine
150 MG,2,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
50 MG/ML,1,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
 0.25 MG/ACTUAT,2,0,0,0,0,1,0,0,0,0,0,0,Xhance,Fluticasone
10 MG,2,0,0,0,0,0,0,0,0,0,0,1,Alavert,Loratadine
25 MG/ML,3,0,0,0,0,0,0,0,0,1,0,0,Zantac,Ranitidine
3 MG,1,0,1,0,0,0,0,0,0,0,0,0,Symbicort,Budesonide
3 MG,1,0,1,0,0,0,0,0,0,0,0,0,Uceris,Budesonide
50 MG,2,0,1,0,0,0,0,0,0,0,0,0,Benadryl,Diphenhydramine
0,2,0,0,0,1,0,0,0,0,0,0,0,Kitabis,Tobramycin
10 MG,3,0,0,0,0,0,0,0,0,0,0,1,Alavert D,Loratadine
10 MG,3,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
100 MG ,3,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",3,0,0,0,0,1,0,0,0,0,0,0,Ventolin,Salbutamol
0.75%,3,0,0,1,0,0,0,0,0,0,0,0,MetroLotion,Metronidazole
0,3,0,0,0,0,0,0,0,1,0,0,0,Fungistat,Clotrimazole
400 MG,2,0,0,0,0,0,0,0,0,0,0,1,Amoxi-tabs,Amoxicillin
0,3,0,0,0,0,0,0,1,0,0,0,0,Orapred,Prednisolone
50 MG,2,0,1,0,0,0,0,0,0,0,0,0,Tekral,Diphenhydramine
40 MG/ML,2,1,0,0,0,0,0,0,0,0,0,0,AzaSite,Azithromycin
0,1,0,0,0,0,0,0,0,0,0,1,0,Ony-Clear,Miconazole
40 MG/ML,2,1,0,0,0,0,0,0,0,0,0,0,AzaSite,Azithromycin
10 MG,2,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
250MG/ 5ML ,3,0,0,0,0,0,1,0,0,0,0,0,Dolo,Paracetamol
10 MG,2,0,0,0,0,0,0,0,0,0,0,1,Claritin-D,Loratadine
0.75%,3,0,0,1,0,0,0,0,0,0,0,0,MetroGel,Metronidazole
800 MG,3,0,0,0,0,0,0,0,0,0,0,1,Xylon,Ibuprofen
800 MG,3,0,0,0,0,0,0,0,0,0,0,1,Advil,Ibuprofen
10 MG,1,0,0,0,0,0,0,0,0,0,0,1,Alavert,Loratadine
50 MG/ML,3,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
50 MG,2,0,1,0,0,0,0,0,0,0,0,0,Ivarest Maximum Strength,Diphenhydramine
250MG/ 5ML ,3,0,0,0,0,0,1,0,0,0,0,0,Panadol,Paracetamol
50 MG/ML,3,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
150 MG,3,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
0.75%,1,0,0,1,0,0,0,0,0,0,0,0,MetroLotion,Metronidazole
0,2,0,0,0,1,0,0,0,0,0,0,0,Bethkis,Tobramycin
10 MG ,1,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
25 MG/ML,2,0,0,0,0,0,0,0,0,1,0,0,Zantac,Ranitidine
0,1,0,0,0,0,0,0,0,1,0,0,0,Aardora Anti-Fungal Maximum Strength,Clotrimazole
250MG/ 5ML ,2,0,0,0,0,0,1,0,0,0,0,0,Tylenol,Paracetamol
0,1,0,0,0,1,0,0,0,0,0,0,0,Bethkis,Tobramycin
50 MG,3,0,1,0,0,0,0,0,0,0,0,0,Siladryl,Diphenhydramine
800 MG,1,0,0,0,0,0,0,0,0,0,0,1,Proprinal,Ibuprofen
0,1,0,0,0,0,0,0,0,0,0,1,0,Lagicam,Miconazole
 0.25 MG/ACTUAT,3,0,0,0,0,1,0,0,0,0,0,0,Breo,Fluticasone
 0.25 MG/ACTUAT,3,0,0,0,0,1,0,0,0,0,0,0,Nasopro 24,Fluticasone
0,2,0,0,0,0,0,0,0,0,0,1,0,MacerRx,Miconazole
400 MG,2,0,0,0,0,0,0,0,0,0,0,1,Clavacillin,Amoxicillin
150 MG,2,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
0.75%,1,0,0,1,0,0,0,0,0,0,0,0,MetroLotion,Metronidazole
50 MG/ML,2,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
40 MG/ML,1,1,0,0,0,0,0,0,0,0,0,0,Zithromax,Azithromycin
800 MG,1,0,0,0,0,0,0,0,0,0,0,1,Samson 8,Ibuprofen
150 MG,2,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",2,0,0,0,0,1,0,0,0,0,0,0,Proventil,Salbutamol
400 MG,1,0,0,0,0,0,0,0,0,0,0,1,Trimox,Amoxicillin
50 MG/ML,3,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
40 MG/ML,3,1,0,0,0,0,0,0,0,0,0,0,AzaSite,Azithromycin
25 MG/ML,1,0,0,0,0,0,0,0,0,1,0,0,Wal-Zan,Ranitidine
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",2,0,0,0,0,1,0,0,0,0,0,0,Ventolin,Salbutamol
0.75%,1,0,0,1,0,0,0,0,0,0,0,0,MetroLotion,Metronidazole
10 MG,1,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
0.75%,2,0,0,1,0,0,0,0,0,0,0,0,Flagyl,Metronidazole
10 MG ,3,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
0,1,0,0,0,0,0,0,0,1,0,0,0,Alevazol,Clotrimazole
250MG/ 5ML ,3,0,0,0,0,0,1,0,0,0,0,0,Crocin,Paracetamol
400 MG,3,0,0,0,0,0,0,0,0,0,0,1,Amoxi-tabs,Amoxicillin
3 MG,2,0,1,0,0,0,0,0,0,0,0,0,Tarpeyo,Budesonide
0,1,0,0,0,0,0,0,0,1,0,0,0,Fungistat,Clotrimazole
0,1,0,0,0,0,0,0,0,1,0,0,0,Fungicure Solution,Clotrimazole
25 MG/ML,3,0,0,0,0,0,0,0,0,1,0,0,Zantac,Ranitidine
 0.25 MG/ACTUAT,3,0,0,0,0,1,0,0,0,0,0,0,Dymista,Fluticasone
400 MG,2,0,0,0,0,0,0,0,0,0,0,1,Clavacillin,Amoxicillin
40 MG/ML,3,1,0,0,0,0,0,0,0,0,0,0,AzaSite,Azithromycin
0,2,0,0,0,0,0,0,0,1,0,0,0,Mometamax,Clotrimazole
50 MG,1,0,1,0,0,0,0,0,0,0,0,0,Wal-Som Maximum Strength,Diphenhydramine
 0.25 MG/ACTUAT,2,0,0,0,0,1,0,0,0,0,0,0,AirDuo,Fluticasone
800 MG,3,0,0,0,0,0,0,0,0,0,0,1,Vicoprofen,Ibuprofen
 0.25 MG/ACTUAT,1,0,0,0,0,1,0,0,0,0,0,0,Flonase,Fluticasone
40 MG/ML,2,1,0,0,0,0,0,0,0,0,0,0,Zithromax,Azithromycin
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",1,0,0,0,0,1,0,0,0,0,0,0,Combivent,Salbutamol
400 MG,2,0,0,0,0,0,0,0,0,0,0,1,Amoxi Drop,Amoxicillin
25 MG/ML,3,0,0,0,0,0,0,0,0,1,0,0,Zantac,Ranitidine
10 MG ,3,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
3 MG,1,0,1,0,0,0,0,0,0,0,0,0,Entocort,Budesonide
10 MG,1,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
250MG/ 5ML ,1,0,0,0,0,0,1,0,0,0,0,0,Febrol,Paracetamol
50 MG,2,0,1,0,0,0,0,0,0,0,0,0,Benadryl,Diphenhydramine
1000000 UNT,3,0,1,0,0,0,0,0,0,0,0,0,Nyamyc,Nystatin
50 MG/ML,1,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
0,1,0,0,0,0,0,0,0,1,0,0,0,Fungicure Solution,Clotrimazole
250MG/ 5ML ,1,0,0,0,0,0,1,0,0,0,0,0,Crocin,Paracetamol
3 MG,2,0,1,0,0,0,0,0,0,0,0,0,Tarpeyo,Budesonide
40 MG/ML,1,1,0,0,0,0,0,0,0,0,0,0,Zmax,Azithromycin
800 MG,1,0,0,0,0,0,0,0,0,0,0,1,Motrin,Ibuprofen
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",2,0,0,0,0,1,0,0,0,0,0,0,Combivent,Salbutamol
50 MG,2,0,1,0,0,0,0,0,0,0,0,0,Diphenhist,Diphenhydramine
400 MG,1,0,0,0,0,0,0,0,0,0,0,1,Biomox,Amoxicillin
400 MG,1,0,0,0,0,0,0,0,0,0,0,1,Umbrellin,Amoxicillin
40 MG/ML,2,1,0,0,0,0,0,0,0,0,0,0,Zithromax,Azithromycin
10 MG,3,0,0,0,0,0,0,0,0,0,0,1,Allerclear,Loratadine
3 MG,2,0,1,0,0,0,0,0,0,0,0,0,Breztri,Budesonide
0,3,0,0,0,0,0,0,1,0,0,0,0,Veripred,Prednisolone
